"Status","Name","Duration in ms","Description"
"failed","09高级筛选 1.1月search-字段","1","综艺推荐和搜索按钮搜索

1月search-字段"
"failed","10高级筛选 2（加自频道）.电视剧view-字段","2","综艺推荐和搜索按钮搜索

电视剧view-字段"
"passed","21-关注 2.明星页返回pvs-条数","15746","5.7.0短视频之后版本

明星页返回pvs-条数"
"failed","9-频道 场景直播跳转.分享到朋友圈share-字段值","4","分享到朋友圈share-字段值"
"failed","15电视-集数-上传视频-热门搜索.电视剧pvs-字段值","2","电视剧搜索

电视剧pvs-字段值"
"failed","14综艺-全部-中间页-相同系列.相同系列点击action-字段","2","综艺推荐和搜索按钮搜索

相同系列点击action-字段"
"failed","16电影-播单点击.电影搜索pvs-字段","2","电影搜索

电影搜索pvs-字段"
"passed","97-其它.会员首页-VIP俱乐部pvs-字段","3","会员首页-VIP俱乐部pvs-字段"
"failed","2播单-有广告.切换下一个视频buffer-字段值","3","切换下一个视频buffer-字段值"
"failed","22-点赞提醒.未登录点赞提醒","1","未登录点赞提醒"
"failed","分集下载.点击购买按钮click_pay_button-条数","1","点击购买按钮click_pay_button-条数"
"failed","7会员片库.真人秀list-条数","2","真人秀list-条数"
"failed","10高级筛选 2（加自频道）.原创view-条数","2","综艺推荐和搜索按钮搜索

原创view-条数"
"failed","会员中心.收银台展示show_store-条数","2","收银台展示show_store-条数"
"passed","11-Vip 1.搜索页pvs-字段名","3","搜索页pvs-字段名"
"failed","9-频道 场景直播跳转.退出直播pvs-条数","1301","退出直播pvs-条数"
"failed","09高级筛选 1.1周view-字段","2","综艺推荐和搜索按钮搜索

1周view-字段"
"failed","08直播.直播搜索view-条数","2","直播搜索view-条数"
"failed","1-点播.cdn2-条数","25","cdn2-条数"
"failed","1-点播.点击踩pfc-条数","19984","点击踩pfc-条数"
"failed","12热门推荐搜索（加 图和文字）.热门推荐（文字）搜索search-条数","2","综艺推荐和搜索按钮搜索

热门推荐（文字）搜索search-条数"
"failed","1-点播.cdn3-条数","27","cdn3-条数"
"passed","96-播单.播单点击bdrecommend_rel-字段值","3","播单点击bdrecommend_rel-字段值"
"passed","11-Vip 1.搜索页pvs-字段","4","搜索页pvs-字段"
"failed","会员中心.order-字段","2","order-字段"
"failed","92-频道 点播页跳转.更多短片返回pvs-条数","4978","更多短片返回pvs-条数"
"failed","付费影片.取消支付cance-条数","2","取消支付cance-条数"
"failed","97-其它.切换暗夜nd-字段","4","切换暗夜nd-字段"
"failed","10高级筛选 2（加自频道）.原创search-条数","2","综艺推荐和搜索按钮搜索

原创search-条数"
"failed","付费影片.试看结束result-条数","1","试看结束result-条数"
"passed","93-频道 频道跳转.动漫片库pvs-字段","3","动漫片库pvs-字段"
"failed","付费影片.播放入口buy-条数","2","播放入口buy-条数"
"failed","频道页切换Cid变化.电影看了会喜欢interestpv-字段值","3","电影看了会喜欢interestpv-字段值"
"passed","03搜索无结果.精选看了会喜欢interestpv-字段值","3","电影搜索

精选看了会喜欢interestpv-字段值"
"failed","合集下载.取消支付cance-字段名","2","取消支付cance-字段名"
"passed","97-其它.切换暗夜nd-条数","42910","切换暗夜nd-条数"
"failed","Vip直播.取消支付cance-字段名","2","取消支付cance-字段名"
"failed","22-启动.皮肤nd-字段名","4","皮肤nd-字段名"
"failed","07电视剧-中间页.电视剧view-字段","2","电视剧view-字段"
"failed","10高级筛选 2（加自频道）.进入空间click-字段值","2","综艺推荐和搜索按钮搜索

进入空间click-字段值"
"failed","4动漫片库.点全部list-字段名","1","点全部list-字段名"
"passed","97-其它.切换芒果橙nd-条数","34861","切换芒果橙nd-条数"
"failed","8-频道 个人点播跳转.aplay-字段值","4","aplay-字段值"
"failed","A库影片.sdkload-条数","2","sdkload-条数"
"failed","付费影片.登录后touchpv-字段名","1","登录后touchpv-字段名"
"passed","4-我 页面跳转.离线缓存返回pvs-条数","7484","离线缓存返回pvs-条数"
"passed","4-我 页面跳转.登录pvs-字段名","3","登录pvs-字段名"
"failed","15电视-集数-上传视频-热门搜索.热门搜索search-字段","1","电视剧搜索

热门搜索search-字段"
"passed","21-关注 2.明星页pvs-条数","29003","5.7.0短视频之后版本

明星页pvs-条数"
"failed","09高级筛选 1.10-30分钟view-条数","1","综艺推荐和搜索按钮搜索

10-30分钟view-条数"
"failed","5少儿片库.点list筛选的0-3岁list-条数","1","点list筛选的0-3岁list-条数"
"failed","前贴广告操作.点击了解详情click-字段值","3","点击了解详情click-字段值"
"failed","1-点播.空白缓存页pvs-条数","23846","空白缓存页pvs-条数"
"failed","10高级筛选 2（加自频道）.自频道view-字段","2","综艺推荐和搜索按钮搜索

自频道view-字段"
"passed","97-其它.首页-播放记录pvs-字段","3","首页-播放记录pvs-字段"
"failed","18站外中间页.站外中间页pvs-字段值","2","站外中间页

站外中间页pvs-字段值"
"failed","04相关明星相关艺人.相关明星搜索view-字段","4","明星搜索

相关明星搜索view-字段"
"failed","用券影片.支付返回pvs-字段","2","支付返回pvs-字段"
"failed","付费影片.order-字段","2","order-字段"
"passed","5-直播 1.直播大事件返回pvs-条数","10231","直播大事件返回pvs-条数"
"failed","94-HB.sdkload-字段值","4","sdkload-字段值"
"failed","前贴广告操作.广告取消静音unmute-字段","4","广告取消静音unmute-字段"
"failed","9-频道 场景直播跳转.退出直播pvs-字段值","4","退出直播pvs-字段值"
"failed","1-点播.广告播放中上报type1-条数","19","广告播放中上报type1-条数"
"failed","10高级筛选 2（加自频道）.电视剧pv-字段值","1","综艺推荐和搜索按钮搜索

电视剧pv-字段值"
"failed","下拉刷新&频道性能.动漫页pmm-字段值","4","动漫页pmm-字段值"
"failed","2电视剧片库.最热list-字段名","1","最热list-字段名"
"failed","10高级筛选 2（加自频道）.动漫search-条数","1","综艺推荐和搜索按钮搜索

动漫search-条数"
"failed","14综艺-全部-中间页-相同系列.推荐词搜索view-条数","2","综艺推荐和搜索按钮搜索

推荐词搜索view-条数"
"failed","7会员片库.视频播放data-click-字段","1","视频播放data-click-字段"
"passed","97-其它.使用过兑换码-会员中心pvs-字段","4","使用过兑换码-会员中心pvs-字段"
"failed","02推荐词搜索.翻页后点击合集action-字段","4","翻页后点击合集action-字段"
"failed","点播页.sdkload-条数","39","sdkload-条数"
"failed","9-频道 场景直播跳转.切换机位Vip播放heartbeat-字段值","4","切换机位Vip播放heartbeat-字段值"
"failed","付费影片.立即开通入口pvs-字段","2","立即开通入口pvs-字段"
"failed","会员中心.order-条数","1","order-条数"
"failed","8-频道 个人点播跳转.个人播放分享到QQ空间share-字段","4","个人播放分享到QQ空间share-字段"
"failed","2电视剧片库.韩国list-条数","2","韩国list-条数"
"failed","10高级筛选 2（加自频道）.体育search-字段","1","综艺推荐和搜索按钮搜索

体育search-字段"
"failed","前贴广告操作.跳转广告h5页面pvs-字段值","3","跳转广告h5页面pvs-字段值"
"passed","2播单-有广告.切换下一个视频pvs-字段","4","切换下一个视频pvs-字段"
"passed","01仍然搜.搜索播放pvs-字段","4","搜索播放pvs-字段"
"failed","14综艺-全部-中间页-相同系列.相同系列点击click-字段","2","综艺推荐和搜索按钮搜索

相同系列点击click-字段"
"failed","97-其它.历史账户登录-我pvs-字段值","4","历史账户登录-我pvs-字段值"
"failed","1-点播.点击下载按钮pfc-字段值","5","点击下载按钮pfc-字段值"
"failed","10高级筛选 2（加自频道）.原创pv-字段","1","综艺推荐和搜索按钮搜索

原创pv-字段"
"failed","付费影片.点支付dialogpv-条数","2","点支付dialogpv-条数"
"failed","Vip直播.点击购买按钮click_pay_button-字段","2","点击购买按钮click_pay_button-字段"
"failed","12热门推荐搜索（加 图和文字）.热门推荐（图）搜索search-条数","2","综艺推荐和搜索按钮搜索

热门推荐（图）搜索search-条数"
"failed","12-推荐列表页行为上报.进入推荐列表refresh-条数","2","进入推荐列表refresh-条数"
"failed","96-播单.看了还会看视频加载vl-字段值","4","看了还会看视频加载vl-字段值"
"failed","7会员片库.音乐list-字段名","2","音乐list-字段名"
"failed","02推荐词搜索.视频播放返回pvs-字段值","4","视频播放返回pvs-字段值"
"failed","2电视剧片库.全部pvs-字段名","2","全部pvs-字段名"
"failed","05明星空间.明星搜索pvs-字段","1","明星搜索

明星搜索pvs-字段"
"failed","3-我-会员中心.我的订单返回pvs-条数","5423","页面跳转（首页-片库页-播放页）

我的订单返回pvs-条数"
"failed","7会员片库.极限list-字段名","2","极限list-字段名"
"failed","11艺人搜（加）.艺人搜索search-字段","1","电影搜索

艺人搜索search-字段"
"failed","7会员片库.教育list-字段名","1","教育list-字段名"
"passed","5-直播 1.aplay-条数","39","aplay-条数"
"passed","8-频道 个人点播跳转.分享到朋友圈share-条数","9797","分享到朋友圈share-条数"
"failed","11艺人搜（加）.上传视频查看全部action-条数","1","电影搜索

上传视频查看全部action-条数"
"failed","6音乐片库.频道管理页跳到音乐频道pvs-字段","1","频道管理页跳到音乐频道pvs-字段"
"passed","03搜索无结果.无结果pvs-字段","4","电影搜索

无结果pvs-字段"
"failed","1-点播.退出播放pvs-字段","4","退出播放pvs-字段"
"failed","10高级筛选 2（加自频道）.音乐view-条数","1","综艺推荐和搜索按钮搜索

音乐view-条数"
"passed","93-频道 频道跳转.电影片库返回pvs-条数","13537","电影片库返回pvs-条数"
"failed","11-推荐列表页大数据上报&Cdn上报.sdk列表页点击播放buffer-条数","1","sdk列表页点击播放buffer-条数"
"failed","01仍然搜.仍然搜view-字段","4","仍然搜view-字段"
"failed","05明星空间.查看全部进入空间click-字段值","1","明星搜索

查看全部进入空间click-字段值"
"failed","14综艺-全部-中间页-相同系列.点全部播放pvs-条数","2","综艺推荐和搜索按钮搜索

点全部播放pvs-条数"
"failed","12-推荐列表页行为上报.进入推荐列表view-字段","2","进入推荐列表view-字段"
"failed","8-频道 个人点播跳转.分享到QQ空间share-条数","3749","分享到QQ空间share-条数"
"passed","8-频道 个人点播跳转.个人空间pvs-字段","4","个人空间pvs-字段"
"failed","频道页排行榜.排行榜页recommend_hot-字段","5","排行榜页recommend_hot-字段"
"failed","02推荐词搜索.历史搜索view-字段","3","历史搜索view-字段"
"failed","20错词纠错.错词纠错view-条数","1","错词纠错view-条数"
"failed","7会员片库.摇滚list-字段","2","摇滚list-字段"
"failed","11艺人搜（加）.上传视频查看全部click-字段","2","电影搜索

上传视频查看全部click-字段"
"failed","19搜索-修改Query.原词搜索pvs-字段值","2","原词搜索pvs-字段值"
"failed","15电视-集数-上传视频-热门搜索.电视剧pvs-字段","1","电视剧搜索

电视剧pvs-字段"
"passed","下拉刷新&频道性能.电视剧页pmm-条数","3035","电视剧页pmm-条数"
"failed","1-点播.退出卡顿-字段值","4","退出卡顿-字段值"
"failed","10高级筛选 2（加自频道）.动漫pv-字段值","1","综艺推荐和搜索按钮搜索

动漫pv-字段值"
"failed","11-推荐列表页大数据上报&Cdn上报.sdk列表页点击播放hb-字段值","1","sdk列表页点击播放hb-字段值"
"failed","11-推荐列表页大数据上报&Cdn上报.列表页点击播放cdn3-字段","2","列表页点击播放cdn3-字段"
"failed","前贴广告播放.完成监测t3600-字段值","3","完成监测t3600-字段值"
"failed","1-点播.空白缓存页pvs-字段值","4","空白缓存页pvs-字段值"
"failed","13明星-作品或上传视频（加）.热门作品action-条数","2","明星搜索

热门作品action-条数"
"passed","92-频道 点播页跳转.频道专题页返回pvs-条数","12864","频道专题页返回pvs-条数"
"failed","97-其它.切换芒果橙nd-字段值","4","切换芒果橙nd-字段值"
"failed","1-点播.空白缓存页返回pvs-条数","3793","空白缓存页返回pvs-条数"
"failed","7会员片库.4-6岁list-字段名","2","4-6岁list-字段名"
"failed","频道页切换Cid变化.电影看了会喜欢recommended_user-字段值","4","电影看了会喜欢recommended_user-字段值"
"passed","8-频道 个人点播跳转.视频播放-艺人空间视频pvs-字段值","3","视频播放-艺人空间视频pvs-字段值"
"failed","下拉刷新&频道性能.新闻页广告下拉刷新refresh-字段","4","新闻页广告下拉刷新refresh-字段"
"passed","4-我 页面跳转.播放记录返回pvs-条数","9044","播放记录返回pvs-条数"
"passed","4-我 页面跳转.是否绑定手机","3816","是否绑定手机"
"failed","用券影片.收银台展示show_store-条数","2","收银台展示show_store-条数"
"failed","分集下载.order-字段名","2","order-字段名"
"failed","10高级筛选 2（加自频道）.新闻search-条数","1","综艺推荐和搜索按钮搜索

新闻search-条数"
"passed","93-频道 频道跳转.音乐片库返回pvs-字段","3","音乐片库返回pvs-字段"
"failed","8-频道 个人点播跳转.个人播放分享到QQshare-条数","3768","个人播放分享到QQshare-条数"
"failed","05明星空间.明星空间返回pvs-字段值","2","明星搜索

明星空间返回pvs-字段值"
"failed","02推荐词搜索.历史搜索view-字段值","4","历史搜索view-字段值"
"failed","1-点播.buffer-条数","69","buffer-条数"
"passed","92-频道 点播页跳转.明星空间pvs-字段值","3","明星空间pvs-字段值"
"failed","2电视剧片库.甜蜜互宠tag-select-字段","2","甜蜜互宠tag-select-字段"
"failed","08直播.直播搜索pvs-条数","2","直播搜索pvs-条数"
"passed","22-启动.首页闪图show-条数","19961","首页闪图show-条数"
"failed","频道页排行榜.排行榜更多hotpv-字段","4","排行榜更多hotpv-字段"
"failed","04相关明星相关艺人.相关艺人点击click-条数","7795","明星搜索

相关艺人点击click-条数"
"passed","4-我 页面跳转.登录返回pvs-字段名","3","登录返回pvs-字段名"
"failed","2电视剧片库.最热list-字段","2","最热list-字段"
"failed","1综艺片库.点击视频播放pvs-字段","2","点击视频播放pvs-字段"
"passed","92-频道 点播页跳转.频道专题页pvs-条数","42974","频道专题页pvs-条数"
"failed","3电影片库.院线大片tag-select-字段","1","院线大片tag-select-字段"
"passed","9-频道 场景直播跳转.直播页pvs-字段","4","直播页pvs-字段"
"failed","下拉刷新&频道性能.少儿页广告下拉刷新refresh-字段值","4","少儿页广告下拉刷新refresh-字段值"
"failed","1-点播.cdn3-字段","3","cdn3-字段"
"failed","5少儿片库.点0-3岁tag-select-字段","2","点0-3岁tag-select-字段"
"failed","11艺人搜（加）.有空间艺人搜索pvs-字段值","1","电影搜索

有空间艺人搜索pvs-字段值"
"failed","96-播单.sdkload-字段值","4","sdkload-字段值"
"failed","14综艺-全部-中间页-相同系列.推荐词搜索view-字段","2","综艺推荐和搜索按钮搜索

推荐词搜索view-字段"
"failed","3-我-会员中心.我的观影劵pvs-条数","19549","页面跳转（首页-片库页-播放页）

我的观影劵pvs-条数"
"failed","点播页.点播点击recommended-条数","4722","点播点击recommended-条数"
"failed","频道页看了还看.电视剧看了会喜欢recommended_user-字段","4","电视剧看了会喜欢recommended_user-字段"
"failed","1-点播.点播页pvs-字段","4","点播页pvs-字段"
"passed","4-我 页面跳转.活动中心pvs-条数","8998","活动中心pvs-条数"
"failed","合集下载.点击购买按钮click_pay_button-字段","2","点击购买按钮click_pay_button-字段"
"failed","8-频道 个人点播跳转.个人播放分享到朋友圈share-字段","4","个人播放分享到朋友圈share-字段"
"failed","3-我-会员中心.会员中心返回pvs-条数","5401","页面跳转（首页-片库页-播放页）

会员中心返回pvs-条数"
"failed","04相关明星相关艺人.艺人搜索view-字段","3","明星搜索

艺人搜索view-字段"
"passed","97-其它.缓存-首页pvs-字段","4","缓存-首页pvs-字段"
"failed","6音乐片库.频道管理页跳到音乐频道pvs-条数","2","频道管理页跳到音乐频道pvs-条数"
"failed","12-推荐列表页行为上报.进入推荐列表like-条数","1","进入推荐列表like-条数"
"failed","14综艺-全部-中间页-相同系列.点全部播放action-条数","3","综艺推荐和搜索按钮搜索

点全部播放action-条数"
"passed","92-频道 点播页跳转.正片更多播放pvs-字段","4","正片更多播放pvs-字段"
"passed","4-我 页面跳转.我的收藏pvs-字段","3","我的收藏pvs-字段"
"passed","93-频道 频道跳转.动漫片库返回pvs-字段","3","动漫片库返回pvs-字段"
"failed","10高级筛选 2（加自频道）.自频道pv-字段值","2","综艺推荐和搜索按钮搜索

自频道pv-字段值"
"failed","14综艺-全部-中间页-相同系列.进入空间返回pvs-字段","2","综艺推荐和搜索按钮搜索

进入空间返回pvs-字段"
"failed","1-点播.点播页pvs-条数","28993","点播页pvs-条数"
"passed","8-频道 个人点播跳转.定时卡顿-字段","4","定时卡顿-字段"
"failed","频道页排行榜.电视剧排行榜点击recommend_hot-字段","4","电视剧排行榜点击recommend_hot-字段"
"failed","09高级筛选 1.最新search-字段","2","综艺推荐和搜索按钮搜索

最新search-字段"
"passed","11-Vip 1.开通会员pvs-条数","28241","开通会员pvs-条数"
"passed","22-启动.小窗播放xc-条数","46","小窗播放xc-条数"
"passed","93-频道 频道跳转.电视剧片库返回pvs-字段名","3","电视剧片库返回pvs-字段名"
"passed","4-我 页面跳转.邮箱登录pvs-字段名","4","邮箱登录pvs-字段名"
"failed","15电视-集数-上传视频-热门搜索.动漫播放pvs-条数","2","电视剧搜索

动漫播放pvs-条数"
"failed","1-点播.点击下载按钮pfc-条数","6043","点击下载按钮pfc-条数"
"failed","05明星空间.查看全部进入空间click-字段","2","明星搜索

查看全部进入空间click-字段"
"failed","频道页切换Cid变化.电视剧看了会喜欢interestpv-字段","3","电视剧看了会喜欢interestpv-字段"
"failed","4动漫片库.TV版list-条数","1","TV版list-条数"
"failed","频道页排行榜.排行榜更多more-条数","5063","排行榜更多more-条数"
"failed","会员中心.会员中心入口buy-条数","2","会员中心入口buy-条数"
"failed","Vip主页.order-条数","3","order-条数"
"passed","21-关注 2.明星页pvs-字段","3","5.7.0短视频之后版本

明星页pvs-字段"
"failed","2播单-有广告.切换下一个视频hb-字段值","3","切换下一个视频hb-字段值"
"failed","6音乐片库.欧美专区tag-select-字段","2","欧美专区tag-select-字段"
"failed","92-频道 点播页跳转.正片列表返回pvs-条数","4621","正片列表返回pvs-条数"
"failed","9-频道 场景直播跳转.开始定时卡顿-字段","4","开始定时卡顿-字段"
"passed","3-我-会员中心.会员片库pvs-字段名","3","页面跳转（首页-片库页-播放页）

会员片库pvs-字段名"
"failed","1-点播.开机广告cdn3-字段值","3","开机广告cdn3-字段值"
"passed","下拉刷新&频道性能.综艺页pmm-条数","3036","综艺页pmm-条数"
"failed","A库影片.A库视频hb-条数","2","A库视频hb-条数"
"passed","22-启动.皮肤nd-条数","42","皮肤nd-条数"
"passed","93-频道 频道跳转.体育pvs-字段","4","体育pvs-字段"
"failed","1-点播.广告播放中上报type0-条数","28","广告播放中上报type0-条数"
"failed","7会员片库.最热list-字段名","2","最热list-字段名"
"failed","13明星-作品或上传视频（加）.更多作品action-字段值","2","明星搜索

更多作品action-字段值"
"failed","会员中心.result-字段名","2","result-字段名"
"failed","10高级筛选 2（加自频道）.音乐search-条数","2","综艺推荐和搜索按钮搜索

音乐search-条数"
"failed","7会员片库.美国list-字段名","1","美国list-字段名"
"failed","3电影片库.华语强档tag-select-条数","1","华语强档tag-select-条数"
"passed","8-频道 个人点播跳转.分享到朋友圈share-字段","4","分享到朋友圈share-字段"
"passed","01仍然搜.search按钮搜索search-字段","3","search按钮搜索search-字段"
"failed","18站外中间页.站外中间页pvs-条数","2","站外中间页

站外中间页pvs-条数"
"passed","4-我 页面跳转.账号与安全pvs-字段","3","账号与安全pvs-字段"
"failed","9-频道 场景直播跳转.分享到QQshare-字段值","4","分享到QQshare-字段值"
"passed","4-我 页面跳转.绑定手机返回pvs-字段","4","绑定手机返回pvs-字段"
"failed","A库影片.播放入口buy-字段","2","播放入口buy-字段"
"failed","13明星-作品或上传视频（加）.明星且艺人搜索view-条数","2","明星搜索

明星且艺人搜索view-条数"
"failed","9-频道 场景直播跳转.分享到微信share-字段值","4","分享到微信share-字段值"
"failed","11-推荐列表页大数据上报&Cdn上报.列表页点击播放cdn2-字段值","2","列表页点击播放cdn2-字段值"
"failed","下拉刷新&频道性能.乐活页广告下拉刷新refresh-字段","4","乐活页广告下拉刷新refresh-字段"
"failed","97-其它.首页-缓存pvs-字段值","4","首页-缓存pvs-字段值"
"failed","10高级筛选 2（加自频道）.生活search-字段","1","综艺推荐和搜索按钮搜索

生活search-字段"
"failed","20错词纠错.错词纠错view-字段","2","错词纠错view-字段"
"failed","9-频道 场景直播跳转.直播页pvs-条数","43789","直播页pvs-条数"
"failed","11艺人搜（加）.上传视频查看全部click-条数","2","电影搜索

上传视频查看全部click-条数"
"failed","6音乐片库.点击视频播放data-click-条数","1","点击视频播放data-click-条数"
"failed","Vip主页.order-字段名","2","order-字段名"
"passed","频道页看了还看.sdkload-字段","4","sdkload-字段"
"passed","8-频道 个人点播跳转.个人播放分享到QQshare-字段值","4","个人播放分享到QQshare-字段值"
"failed","96-播单.播单列表视频加载vl-字段","4","播单列表视频加载vl-字段"
"passed","21-关注 2.添加关注返回pvs-字段名","3","5.7.0短视频之后版本

添加关注返回pvs-字段名"
"failed","20错词纠错.错词纠错pvs-条数","2","错词纠错pvs-条数"
"failed","下拉刷新&频道性能.体育页广告下拉刷新refresh-条数","4834","体育页广告下拉刷新refresh-条数"
"passed","92-频道 点播页跳转.节目空间返回pvs-字段","4","节目空间返回pvs-字段"
"failed","频道页看了还看.电视剧看了会喜欢interestpv-字段","4","电视剧看了会喜欢interestpv-字段"
"failed","2播单-有广告.分享到微博share-条数","36382","分享到微博share-条数"
"failed","用券影片.reachpv-字段值","2","reachpv-字段值"
"failed","10高级筛选 2（加自频道）.教育pv-条数","1","综艺推荐和搜索按钮搜索

教育pv-条数"
"failed","10高级筛选 2（加自频道）.体育view-字段","2","综艺推荐和搜索按钮搜索

体育view-字段"
"failed","9-频道 场景直播跳转.cdn1-字段值","4","cdn1-字段值"
"failed","14综艺-全部-中间页-相同系列.综艺中间页返回pvs-字段值","2","综艺推荐和搜索按钮搜索

综艺中间页返回pvs-字段值"
"failed","13明星-作品或上传视频（加）.明星且艺人搜索pvs-字段","2","明星搜索

明星且艺人搜索pvs-字段"
"failed","09高级筛选 1.最新search-字段值","2","综艺推荐和搜索按钮搜索

最新search-字段值"
"failed","12-推荐列表页行为上报.进入推荐列表play-条数","2","进入推荐列表play-条数"
"failed","频道页看了还看.sdkload-字段值","4","sdkload-字段值"
"failed","分集付费.分集付费order-字段名","2","分集付费order-字段名"
"failed","频道页排行榜.排行榜切换tab的pvs-字段","4","排行榜切换tab的pvs-字段"
"failed","1综艺片库.最热list-字段名","2","最热list-字段名"
"passed","4-我 页面跳转.离线缓存pvs-条数","8899","离线缓存pvs-条数"
"failed","2视频播放页点击关注.视频播放页点击关注fol-字段","3","视频播放页点击关注fol-字段"
"failed","07电视剧-中间页.电视剧click-字段","2","电视剧click-字段"
"failed","下拉刷新&频道性能.少儿页广告下拉刷新refresh-字段","3","少儿页广告下拉刷新refresh-字段"
"failed","频道页切换Cid变化.电视剧看了会喜欢interestpv-条数","30313","电视剧看了会喜欢interestpv-条数"
"failed","10高级筛选 2（加自频道）.教育pv-字段值","1","综艺推荐和搜索按钮搜索

教育pv-字段值"
"failed","1-点播.点播开始事件pv-字段","4","点播开始事件pv-字段"
"failed","7会员片库.最热list-字段","1","最热list-字段"
"failed","2播单-有广告.sdkload-字段","4","sdkload-字段"
"failed","13明星-作品或上传视频（加）.更多作品action-字段","2","明星搜索

更多作品action-字段"
"failed","10高级筛选 2（加自频道）.综艺view-字段值","2","综艺推荐和搜索按钮搜索

综艺view-字段值"
"failed","2电视剧片库.爱情list-字段","1","爱情list-字段"
"failed","用券影片.点击购买按钮click_pay_button-字段","1","点击购买按钮click_pay_button-字段"
"failed","10高级筛选 2（加自频道）.综艺view-字段","2","综艺推荐和搜索按钮搜索

综艺view-字段"
"passed","92-频道 点播页跳转.正片列表pvs-字段值","3","正片列表pvs-字段值"
"passed","03搜索无结果.搜索无结果click-字段值","4","电影搜索

搜索无结果click-字段值"
"failed","付费影片.支付返回pvs-字段名","2","支付返回pvs-字段名"
"passed","2播单-有广告.cdn2-条数","32","cdn2-条数"
"failed","1-点播.点播前贴广告开始as-字段值","4","点播前贴广告开始as-字段值"
"failed","10高级筛选 2（加自频道）.进入空间pvs-字段","2","综艺推荐和搜索按钮搜索

进入空间pvs-字段"
"failed","11艺人搜（加）.有空间艺人搜索view-条数","2","电影搜索

有空间艺人搜索view-条数"
"failed","2电视剧片库.甜蜜互宠tag-select-条数","2","甜蜜互宠tag-select-条数"
"failed","01仍然搜.退出搜索页pvs-字段","4","退出搜索页pvs-字段"
"failed","12热门推荐搜索（加 图和文字）.热门推荐（文字）action-条数","1","综艺推荐和搜索按钮搜索

热门推荐（文字）action-条数"
"failed","合集下载.会员去广告order-字段名","2","会员去广告order-字段名"
"failed","1-点播.广告播放中上报type3-字段","4","广告播放中上报type3-字段"
"failed","1-点播.sdkload-字段值","4","sdkload-字段值"
"passed","96-播单.播单页pvs-字段","4","播单页pvs-字段"
"passed","03搜索无结果.搜索无结果click-条数","15690","电影搜索

搜索无结果click-条数"
"failed","付费影片.立即开通入口pvs-条数","2","立即开通入口pvs-条数"
"failed","Vip直播.取消支付cance-条数","2","取消支付cance-条数"
"failed","1综艺片库.芒果出品list-字段","1","芒果出品list-字段"
"failed","13明星-作品或上传视频（加）.明星且艺人搜索search-条数","2","明星搜索

明星且艺人搜索search-条数"
"passed","02推荐词搜索.历史搜索search-条数","102501","历史搜索search-条数"
"failed","A库影片.result-字段名","2","result-字段名"
"failed","合集下载.result-条数","2","result-条数"
"failed","7会员片库.VIP用户播放buffer-字段","2","VIP用户播放buffer-字段"
"failed","07电视剧-中间页.中间页pvs-字段值","2","中间页pvs-字段值"
"failed","08直播.直播播放pvs-条数","2","直播播放pvs-条数"
"failed","9-频道 场景直播跳转.开始定时卡顿-条数","357","开始定时卡顿-条数"
"failed","10高级筛选 2（加自频道）.纪录片search-条数","2","综艺推荐和搜索按钮搜索

纪录片search-条数"
"failed","分集下载.下载列表pvs-字段","1","下载列表pvs-字段"
"failed","1-点播.点击收藏pfc-字段","4","点击收藏pfc-字段"
"passed","93-频道 频道跳转.教育pvs-字段名","4","教育pvs-字段名"
"failed","下拉刷新&频道性能.音乐页广告下拉刷新refresh-字段值","4","音乐页广告下拉刷新refresh-字段值"
"failed","4-我 页面跳转.播放记录返回pvs-字段名","4","播放记录返回pvs-字段名"
"passed","8-频道 个人点播跳转.视频播放-艺人空间动态pvs-字段值","4","视频播放-艺人空间动态pvs-字段值"
"failed","05明星空间.明星空间pvs-条数","2","明星搜索

明星空间pvs-条数"
"passed","4-我 页面跳转.我pvs-字段名","3","我pvs-字段名"
"passed","02推荐词搜索.推荐词搜索search-字段值","4","推荐词搜索search-字段值"
"failed","7会员片库.VIP用户播放hb-条数","2","VIP用户播放hb-条数"
"failed","12-推荐列表页行为上报.推荐列表关注用户followu-条数","1","推荐列表关注用户followu-条数"
"failed","8-频道 个人点播跳转.cdn3-字段","4","cdn3-字段"
"failed","7会员片库.幼儿list-字段","2","幼儿list-字段"
"failed","4-我 页面跳转.绑定手机返回pvs-字段名","4","绑定手机返回pvs-字段名"
"failed","8-频道 个人点播跳转.分享到QQshare-字段值","4","分享到QQshare-字段值"
"failed","会员消息.vip入口buy-字段名","2","vip入口buy-字段名"
"failed","频道页看了还看.为您推荐视频点击recommend_user-字段","4","为您推荐视频点击recommend_user-字段"
"passed","01仍然搜.搜索首页pvs-字段","3","搜索首页pvs-字段"
"failed","96-播单.播单曝光bdrelatepv-条数","35","播单曝光bdrelatepv-条数"
"failed","16电影-播单点击.电影搜索view-字段","1","电影搜索

电影搜索view-字段"
"failed","7会员片库.冷门结果播放data-click-字段","1","冷门结果播放data-click-字段"
"passed","4-我 页面跳转.绑定手机pvs-条数","10823","绑定手机pvs-条数"
"failed","Vip直播.直播入口buy-字段","2","直播入口buy-字段"
"failed","04相关明星相关艺人.明星搜索view-字段","3","明星搜索

明星搜索view-字段"
"failed","合集下载.会员去广告VIP-字段","2","会员去广告VIP-字段"
"passed","4-我 页面跳转.设置pvs-条数","9149","设置pvs-条数"
"passed","5-直播 1.关注动态页pvs-字段","4","关注动态页pvs-字段"
