"Status","Name","Duration in ms","Description"
"failed","用券影片.支付返回pvs-字段名","2","支付返回pvs-字段名"
"failed","12热门推荐搜索（加 图和文字）.热门推荐（文字）click-字段值","1","综艺推荐和搜索按钮搜索

热门推荐（文字）click-字段值"
"failed","付费影片.试看结束order-字段名","2","试看结束order-字段名"
"passed","97-其它.直播大厅-登录页pvs-条数","37527","直播大厅-登录页pvs-条数"
"failed","08直播.直播搜索pvs-字段","2","直播搜索pvs-字段"
"passed","4-我 页面跳转.消息中心会员pvs-条数","8051","消息中心会员pvs-条数"
"failed","A库影片.reachpv-字段值","2","reachpv-字段值"
"failed","6音乐片库.全部2list-条数","1","全部2list-条数"
"failed","9-频道 场景直播跳转.分享到微博share-字段","4","分享到微博share-字段"
"failed","15电视-集数-上传视频-热门搜索.返回首页pvs-字段","2","电视剧搜索

返回首页pvs-字段"
"failed","6音乐片库.筛选项最热list-字段","2","筛选项最热list-字段"
"failed","下拉刷新&频道性能.电影页pmm-字段值","4","电影页pmm-字段值"
"failed","10高级筛选 2（加自频道）.进入空间pvs-字段值","2","综艺推荐和搜索按钮搜索

进入空间pvs-字段值"
"failed","15电视-集数-上传视频-热门搜索.返回首页pvs-条数","2","电视剧搜索

返回首页pvs-条数"
"passed","5-直播 1.直播大厅pvs-字段","3","直播大厅pvs-字段"
"failed","前贴广告操作.点击了解详情adlost-字段值","4","点击了解详情adlost-字段值"
"failed","04相关明星相关艺人.艺人搜索search-字段","4","明星搜索

艺人搜索search-字段"
"failed","10高级筛选 2（加自频道）.纪录片view-字段","1","综艺推荐和搜索按钮搜索

纪录片view-字段"
"failed","05明星空间.艺人空间pvs-字段值","2","明星搜索

艺人空间pvs-字段值"
"failed","1-点播.下载cdn1-条数","5097","下载cdn1-条数"
"failed","04相关明星相关艺人.明星搜索view-字段值","3","明星搜索

明星搜索view-字段值"
"failed","92-频道 点播页跳转.明星空间pvs-条数","6187","明星空间pvs-条数"
"failed","1综艺片库.芒果出品list-字段名","1","芒果出品list-字段名"
"passed","92-频道 点播页跳转.评论返回pvs-字段值","5","评论返回pvs-字段值"
"failed","10高级筛选 2（加自频道）.原创search-字段","2","综艺推荐和搜索按钮搜索

原创search-字段"
"failed","11艺人搜（加）.艺人搜索view-字段","2","电影搜索

艺人搜索view-字段"
"failed","频道页看了还看.看了还会看点击“所以猜你喜欢”more-字段值","3","看了还会看点击“所以猜你喜欢”more-字段值"
"failed","5少儿片库.点击视频播放data-click-条数","1","点击视频播放data-click-条数"
"failed","07电视剧-中间页.中间页点击click-条数","2","中间页点击click-条数"
"failed","11艺人搜（加）.有空间艺人搜索pvs-条数","2","电影搜索

有空间艺人搜索pvs-条数"
"failed","4动漫片库.点击视频播放data-click-条数","2","点击视频播放data-click-条数"
"failed","8-频道 个人点播跳转.个人播放分享到微博share-字段","3","个人播放分享到微博share-字段"
"failed","7会员片库.摇滚list-条数","2","摇滚list-条数"
"failed","会员消息.收银台展示show_store-字段","2","收银台展示show_store-字段"
"passed","96-播单.播单页pvs-条数","127842","播单页pvs-条数"
"failed","97-其它.切换暗夜nd-字段值","3","切换暗夜nd-字段值"
"failed","会员中心.会员中心入口buy-字段名","3","会员中心入口buy-字段名"
"failed","13明星-作品或上传视频（加）.明星且艺人搜索search-字段值","2","明星搜索

明星且艺人搜索search-字段值"
"failed","15电视-集数-上传视频-热门搜索.电视剧上传视频action-字段","2","电视剧搜索

电视剧上传视频action-字段"
"passed","4-我 页面跳转.消息中心pvs-字段","3","消息中心pvs-字段"
"passed","97-其它.缓存-首页pvs-条数","7540","缓存-首页pvs-条数"
"failed","5-直播 1.直播大事件返回pvs-字段值","4","直播大事件返回pvs-字段值"
"failed","Vip直播.直播播放返回pvs-字段","1","直播播放返回pvs-字段"
"failed","13明星-作品或上传视频（加）.中间页-明星作品点击action-字段","2","明星搜索

中间页-明星作品点击action-字段"
"failed","1-点播.点播开始事件pv-字段值","4","点播开始事件pv-字段值"
"failed","10高级筛选 2（加自频道）.进入空间click-字段","1","综艺推荐和搜索按钮搜索

进入空间click-字段"
"failed","10高级筛选 2（加自频道）.音乐search-字段值","2","综艺推荐和搜索按钮搜索

音乐search-字段值"
"passed","02推荐词搜索.推荐词搜索view-字段","4","推荐词搜索view-字段"
"failed","A库影片.试看入口pvs-条数","2","试看入口pvs-条数"
"failed","20错词纠错.错词纠错search-字段值","2","错词纠错search-字段值"
"failed","07电视剧-中间页.中间页点击pvs-字段","1","中间页点击pvs-字段"
"passed","4-我 页面跳转.关于我们返回pvs-条数","7979","关于我们返回pvs-条数"
"failed","10高级筛选 2（加自频道）.生活view-字段值","2","综艺推荐和搜索按钮搜索

生活view-字段值"
"failed","前贴广告操作.跳转广告h5页面返回landclose-字段","4","跳转广告h5页面返回landclose-字段"
"failed","07电视剧-中间页.中间页pvs-条数","2","中间页pvs-条数"
"failed","09高级筛选 1.1周view-条数","1","综艺推荐和搜索按钮搜索

1周view-条数"
"failed","2电视剧片库.偶像list-字段名","1","偶像list-字段名"
"failed","10高级筛选 2（加自频道）.新闻view-字段","2","综艺推荐和搜索按钮搜索

新闻view-字段"
"passed","频道页切换Cid变化.再次电视剧看了会喜欢interestpv-字段","3","再次电视剧看了会喜欢interestpv-字段"
"passed","3-我-会员中心.我的收藏播放返回pvs-字段","4","页面跳转（首页-片库页-播放页）

我的收藏播放返回pvs-字段"
"failed","1-点播.花絮加载事件vl-字段值","4","花絮加载事件vl-字段值"
"failed","3电影片库.点第6个视频data-click-条数","1","点第6个视频data-click-条数"
"failed","Vip主页.vip入口buy-字段","2","vip入口buy-字段"
"failed","20错词纠错.错词纠错结果检查","1","错词纠错结果检查"
"failed","18站外中间页.相关视频action-字段","1","站外中间页

相关视频action-字段"
"failed","10高级筛选 2（加自频道）.电影pv-字段","1","综艺推荐和搜索按钮搜索

电影pv-字段"
"failed","6音乐片库.流行list-字段","1","流行list-字段"
"failed","15电视-集数-上传视频-热门搜索.热门搜素结果返回搜素首页pvs-字段值","2","电视剧搜索

热门搜素结果返回搜素首页pvs-字段值"
"failed","前贴广告播放.全屏监测t40000-字段","3","全屏监测t40000-字段"
"failed","会员消息.order-条数","2","order-条数"
"failed","92-频道 点播页跳转.节目空间pvs-条数","42501","节目空间pvs-条数"
"failed","18站外中间页.站外中间页pvs-字段","2","站外中间页

站外中间页pvs-字段"
"passed","97-其它.首页-缓存pvs-字段","3","首页-缓存pvs-字段"
"failed","9-频道 场景直播跳转.切换机位Vip播放aplay-条数","18383","切换机位Vip播放aplay-条数"
"passed","下拉刷新&频道性能.王牌强档页广告下拉刷新refresh-字段","4","王牌强档页广告下拉刷新refresh-字段"
"failed","会员中心.order-字段名","2","order-字段名"
"failed","付费影片.点击购买按钮click_pay_button-条数","1","点击购买按钮click_pay_button-条数"
"failed","Vip直播.直播入口pvs-字段名","2","直播入口pvs-字段名"
"failed","9-频道 场景直播跳转.切换机位Vip播放aplay-字段","4","切换机位Vip播放aplay-字段"
"passed","4-我 页面跳转.邮箱登录返回pvs-字段","3","邮箱登录返回pvs-字段"
"failed","Vip直播.order-字段","2","order-字段"
"failed","13明星-作品或上传视频（加）.热门作品click-字段值","1","明星搜索

热门作品click-字段值"
"failed","1综艺片库.王牌综艺pvs-字段名","2","王牌综艺pvs-字段名"
"failed","分集付费.分集付费result-条数","2","分集付费result-条数"
"failed","前贴广告操作.跳转广告h5页面返回pvs-条数","5011","跳转广告h5页面返回pvs-条数"
"failed","13明星-作品或上传视频（加）.热门作品pvs-字段","2","明星搜索

热门作品pvs-字段"
"passed","5-直播 1.直播大事件pvs-条数","27592","直播大事件pvs-条数"
"failed","15电视-集数-上传视频-热门搜索.动漫view-条数","2","电视剧搜索

动漫view-条数"
"passed","3-我-会员中心.开通会员pvs-字段名","4","页面跳转（首页-片库页-播放页）

开通会员pvs-字段名"
"failed","频道页看了还看.电视剧看了会喜欢aplay-字段","4","电视剧看了会喜欢aplay-字段"
"passed","4-我 页面跳转.消息中心通知pvs-字段","4","消息中心通知pvs-字段"
"failed","6音乐片库.全部2list-字段","2","全部2list-字段"
"failed","05明星空间.明星空间click-条数","2","明星搜索

明星空间click-条数"
"failed","4-我 页面跳转.帮助反馈pvs-字段名","3","帮助反馈pvs-字段名"
"failed","12-推荐列表页行为上报.推荐列表关注用户ccfollowu-条数","1","推荐列表关注用户ccfollowu-条数"
"passed","下拉刷新&频道性能.动漫页pmm-条数","3048","动漫页pmm-条数"
"failed","5少儿片库.点全部list-字段名","1","点全部list-字段名"
"failed","7会员片库.极限list-条数","2","极限list-条数"
"failed","频道页排行榜.排行榜切换tab的pvs-条数","49","排行榜切换tab的pvs-条数"
"failed","12热门推荐搜索（加 图和文字）.热门推荐（图）click-字段","1","综艺推荐和搜索按钮搜索

热门推荐（图）click-字段"
"failed","10高级筛选 2（加自频道）.音乐view-字段值","2","综艺推荐和搜索按钮搜索

音乐view-字段值"
"passed","22-启动.启动pvs-字段名","3","启动pvs-字段名"
"failed","05明星空间.明星搜索pvs-字段值","2","明星搜索

明星搜索pvs-字段值"
"failed","92-频道 点播页跳转.更多短片pvs-条数","5633","更多短片pvs-条数"
"passed","4-我 页面跳转.我的收藏pvs-字段名","3","我的收藏pvs-字段名"
"failed","Vip主页.取消支付cance-条数","2","取消支付cance-条数"
"passed","3-我-会员中心.播放记录播放返回pvs-字段名","3","页面跳转（首页-片库页-播放页）

播放记录播放返回pvs-字段名"
"failed","合集下载.result-字段名","2","result-字段名"
"failed","05明星空间.明星空间click-字段值","1","明星搜索

明星空间click-字段值"
"failed","会员消息.result-字段名","2","result-字段名"
"passed","97-其它.会员首页-VIP俱乐部pvs-条数","55527","会员首页-VIP俱乐部pvs-条数"
"failed","09高级筛选 1.1周search-字段值","1","综艺推荐和搜索按钮搜索

1周search-字段值"
"failed","3-我-会员中心.开通会员返回pvs-条数","5393","页面跳转（首页-片库页-播放页）

开通会员返回pvs-条数"
"failed","8-频道 个人点播跳转.个人播放分享到朋友圈share-条数","3846","个人播放分享到朋友圈share-条数"
"passed","3-我-会员中心.开通会员返回pvs-字段名","3","页面跳转（首页-片库页-播放页）

开通会员返回pvs-字段名"
"passed","4-我 页面跳转.离线缓存返回pvs-字段","3","离线缓存返回pvs-字段"
"failed","分集下载.分集下载入口buy-条数","2","分集下载入口buy-条数"
"failed","A库影片.取消支付cance-字段名","2","取消支付cance-字段名"
"failed","13明星-作品或上传视频（加）.明星且艺人搜索view-字段","2","明星搜索

明星且艺人搜索view-字段"
"passed","3-我-会员中心.会员中心pvs-字段名","4","页面跳转（首页-片库页-播放页）

会员中心pvs-字段名"
"failed","15电视-集数-上传视频-热门搜索.热门搜索结果返回搜素首页pvs-字段","1","电视剧搜索

热门搜索结果返回搜素首页pvs-字段"
"failed","06电影-合集点击.电影搜索search-条数","2","电影搜索search-条数"
"failed","05明星空间.艺人空间pvs-字段","2","明星搜索

艺人空间pvs-字段"
"failed","Vip主页.result-字段","2","result-字段"
"failed","14综艺-全部-中间页-相同系列.进入空间action-字段","1","综艺推荐和搜索按钮搜索

进入空间action-字段"
"passed","4-我 页面跳转.登录pvs-条数","19690","登录pvs-条数"
"failed","10高级筛选 2（加自频道）.电影view-条数","2","综艺推荐和搜索按钮搜索

电影view-条数"
"failed","14综艺-全部-中间页-相同系列.推荐词搜索search-字段","2","综艺推荐和搜索按钮搜索

推荐词搜索search-字段"
"passed","4-我 页面跳转.消息中心返回pvs-字段名","3","消息中心返回pvs-字段名"
"failed","10高级筛选 2（加自频道）.生活pv-条数","1","综艺推荐和搜索按钮搜索

生活pv-条数"
"failed","11-Vip 1.播放页pvs-条数","61847","播放页pvs-条数"
"failed","1综艺片库.点击视频播放pvs-字段名","1","点击视频播放pvs-字段名"
"passed","93-频道 频道跳转.电影片库返回pvs-字段名","3","电影片库返回pvs-字段名"
"failed","4-我 页面跳转.账号与安全pvs-字段名","3","账号与安全pvs-字段名"
"failed","10高级筛选 2（加自频道）.综艺pv-条数","2","综艺推荐和搜索按钮搜索

综艺pv-条数"
"failed","3-我-会员中心.会员片库返回pvs-条数","5307","页面跳转（首页-片库页-播放页）

会员片库返回pvs-条数"
"failed","3-我-会员中心.会员片库pvs-条数","6630","页面跳转（首页-片库页-播放页）

会员片库pvs-条数"
"failed","8-频道 个人点播跳转.aplay-字段","4","aplay-字段"
"passed","1-点播.打开应用st-条数","52","打开应用st-条数"
"failed","下拉刷新&频道性能.电影页广告下拉刷新refresh-条数","13449","电影页广告下拉刷新refresh-条数"
"failed","01仍然搜.搜索播放返回pvs-字段值","4","搜索播放返回pvs-字段值"
"failed","94-HB.点播15hb-条数","182996","点播15hb-条数"
"failed","3-我-会员中心.播放记录播放pvs-条数","22442","页面跳转（首页-片库页-播放页）

播放记录播放pvs-条数"
"failed","前贴广告播放.四分之一监测t900-字段值","3","四分之一监测t900-字段值"
"failed","9-频道 场景直播跳转.分享到微博share-条数","5400","分享到微博share-条数"
"failed","11-推荐列表页大数据上报&Cdn上报.进入推荐列表pvs-字段","2","进入推荐列表pvs-字段"
"failed","2播单-有广告.cdn1-字段值","4","cdn1-字段值"
"failed","1-点播.buffer-字段","4","buffer-字段"
"passed","92-频道 点播页跳转.明星空间返回pvs-字段值","3","明星空间返回pvs-字段值"
"passed","93-频道 频道跳转.电视剧片库pvs-字段","3","电视剧片库pvs-字段"
"failed","A库影片.支付返回pvs-条数","2","支付返回pvs-条数"
"failed","10高级筛选 2（加自频道）.电视剧view-字段值","2","综艺推荐和搜索按钮搜索

电视剧view-字段值"
"failed","09高级筛选 1.1月search-条数","2","综艺推荐和搜索按钮搜索

1月search-条数"
"failed","8-频道 个人点播跳转.cdn1-字段值","4","cdn1-字段值"
"failed","付费影片.试看结束result-字段名","2","试看结束result-字段名"
"passed","3-我-会员中心.会员中心返回pvs-字段值","3","页面跳转（首页-片库页-播放页）

会员中心返回pvs-字段值"
"passed","9-频道 场景直播跳转.直播页pvs-字段值","3","直播页pvs-字段值"
"failed","7会员片库.sdkload-字段","2","sdkload-字段"
"failed","2电视剧片库.点击视频播放data-click-字段","1","点击视频播放data-click-字段"
"failed","6音乐片库.筛选项MVlist-字段名","1","筛选项MVlist-字段名"
"failed","1-点播.下载cdn2-条数","2061","下载cdn2-条数"
"passed","93-频道 频道跳转.音乐片库pvs-字段名","3","音乐片库pvs-字段名"
"failed","16电影-播单点击.电影搜索view-条数","2","电影搜索

电影搜索view-条数"
"failed","10高级筛选 2（加自频道）.电影pv-条数","2","综艺推荐和搜索按钮搜索

电影pv-条数"
"failed","10高级筛选 2（加自频道）.生活pv-字段","2","综艺推荐和搜索按钮搜索

生活pv-字段"
"passed","03搜索无结果.精选看了会喜欢interestpv-字段","4","电影搜索

精选看了会喜欢interestpv-字段"
"failed","频道页看了还看.电视剧看了会喜欢change-条数","5115","电视剧看了会喜欢change-条数"
"failed","前贴广告播放.四分之三监测t2700-条数","388","四分之三监测t2700-条数"
"failed","前贴广告操作.点击了解详情click-字段","5","点击了解详情click-字段"
"failed","11-推荐列表页大数据上报&Cdn上报.进入推荐列表pvs-条数","2","进入推荐列表pvs-条数"
"failed","09高级筛选 1.最热search-条数","2","综艺推荐和搜索按钮搜索

最热search-条数"
"failed","11-推荐列表页大数据上报&Cdn上报.列表页点击播放hb-字段值","2","列表页点击播放hb-字段值"
"failed","会员消息.收银台展示show_store-字段名","2","收银台展示show_store-字段名"
"failed","2播单-有广告.广告type6-字段值","4","广告type6-字段值"
"failed","11艺人搜（加）.有空间艺人搜索search-条数","2","电影搜索

有空间艺人搜索search-条数"
"failed","12-推荐列表页行为上报.推荐列表取消点赞cclike-条数","2","推荐列表取消点赞cclike-条数"
"failed","A库影片.试看结束result-字段","1","试看结束result-字段"
"failed","94-HB.点播45hb-字段值","35","点播45hb-字段值"
"passed","92-频道 点播页跳转.更多短片pvs-字段值","4","更多短片pvs-字段值"
"passed","8-频道 个人点播跳转.cdn2-条数","38","cdn2-条数"
"passed","频道页切换Cid变化.电影看了会喜欢change-条数","13746","电影看了会喜欢change-条数"
"failed","Vip直播.直播入口pvs-字段","2","直播入口pvs-字段"
"failed","合集下载.会员去广告result-条数","2","会员去广告result-条数"
"failed","前贴广告操作.广告取消静音unmute-字段值","4","广告取消静音unmute-字段值"
"passed","93-频道 频道跳转.电视剧片库pvs-字段名","3","电视剧片库pvs-字段名"
"failed","09高级筛选 1.最新view-字段值","2","综艺推荐和搜索按钮搜索

最新view-字段值"
"failed","合集下载.会员去广告order-字段","1","会员去广告order-字段"
"failed","12热门推荐搜索（加 图和文字）.热门推荐（图）click-字段值","2","综艺推荐和搜索按钮搜索

热门推荐（图）click-字段值"
"failed","付费影片.点支付dialogpv-字段","2","点支付dialogpv-字段"
"failed","Vip主页.收银台展示show_store-字段名","2","收银台展示show_store-字段名"
"failed","A库影片.播放入口buy-字段名","2","播放入口buy-字段名"
"failed","会员中心.会员中心入口buy-字段","2","会员中心入口buy-字段"
"failed","1-点播.sdkload-字段","4","sdkload-字段"
"failed","11艺人搜（加）.有空间艺人空间click-字段","2","电影搜索

有空间艺人空间click-字段"
"failed","频道页切换Cid变化.再次电视剧看了会喜欢interestpv-条数","5003","再次电视剧看了会喜欢interestpv-条数"
"failed","用券影片.试看入口buy-条数","2","试看入口buy-条数"
"failed","05明星空间.明星空间pvs-字段值","2","明星搜索

明星空间pvs-字段值"
"failed","前贴广告操作.跳转广告h5页面pvs-字段","3","跳转广告h5页面pvs-字段"
"passed","11-Vip 1.播放页pvs-字段","4","播放页pvs-字段"
"passed","92-频道 点播页跳转.评论pvs-字段值","4","评论pvs-字段值"
"failed","15电视-集数-上传视频-热门搜索.动漫click-字段值","2","电视剧搜索

动漫click-字段值"
"failed","1-点播.点击收藏pfc-条数","20080","点击收藏pfc-条数"
"failed","2电视剧片库.最热list-条数","1","最热list-条数"
"failed","2电视剧片库.点击视频播放data-click-字段名","1","点击视频播放data-click-字段名"
"passed","01仍然搜.search按钮搜索search-字段值","3","search按钮搜索search-字段值"
"failed","会员中心.取消支付cance-条数","1","取消支付cance-条数"
"passed","2播单-有广告.广告type0-字段","4","广告type0-字段"
"failed","15电视-集数-上传视频-热门搜索.动漫播放返回pvs-字段","1","电视剧搜索

动漫播放返回pvs-字段"
"failed","9-频道 场景直播跳转.分享到微信share-字段","4","分享到微信share-字段"
"failed","A库影片.试看入口pvs-字段","2","试看入口pvs-字段"
"failed","19搜索-修改Query.杨幂中间页展示pvs-字段值","2","杨幂中间页展示pvs-字段值"
"failed","10高级筛选 2（加自频道）.综艺view-条数","2","综艺推荐和搜索按钮搜索

综艺view-条数"
"failed","1-点播.下载pvs-字段值","5","下载pvs-字段值"
"passed","3-我-会员中心.播放记录播放pvs-字段名","3","页面跳转（首页-片库页-播放页）

播放记录播放pvs-字段名"
"failed","04相关明星相关艺人.相关明星搜索view-条数","27","明星搜索

相关明星搜索view-条数"
"failed","10高级筛选 2（加自频道）.原创view-字段","1","综艺推荐和搜索按钮搜索

原创view-字段"
"failed","9-频道 场景直播跳转.aplay-条数","25350","aplay-条数"
"failed","10高级筛选 2（加自频道）.教育search-条数","2","综艺推荐和搜索按钮搜索

教育search-条数"
"failed","下拉刷新&频道性能.乐活页pmm-字段","4","乐活页pmm-字段"
"passed","4-我 页面跳转.消息中心无会员消息提醒","6979","消息中心无会员消息提醒"
"failed","1-点播.sdkload-条数","25","sdkload-条数"
"failed","会员中心.收银台展示show_store-字段","2","收银台展示show_store-字段"
"passed","3-我-会员中心.消息中心赞pvs-字段名","3","页面跳转（首页-片库页-播放页）

消息中心赞pvs-字段名"
"failed","A库影片.sdkload-字段","2","sdkload-字段"
"passed","93-频道 频道跳转.综艺pvs-字段名","4","综艺pvs-字段名"
"failed","前贴广告播放.进入点播页impression-字段值","3","进入点播页impression-字段值"
"passed","93-频道 频道跳转.综艺pvs-字段","3","综艺pvs-字段"
"failed","18站外中间页.看了还会看action-字段","1","站外中间页

看了还会看action-字段"
"failed","5少儿片库.点0-3岁tag-select-字段名","3","点0-3岁tag-select-字段名"
"failed","09高级筛选 1.最新view-条数","2","综艺推荐和搜索按钮搜索

最新view-条数"
"failed","01仍然搜.搜索播放pvs-字段值","3","搜索播放pvs-字段值"
"failed","1综艺片库.全部list-字段名","2","全部list-字段名"
"failed","下拉刷新&频道性能.爱豆页广告下拉刷新refresh-字段","5","爱豆页广告下拉刷新refresh-字段"
"failed","下拉刷新&频道性能.音乐页pmm-字段","3","音乐页pmm-字段"
"passed","4-我 页面跳转.我的收藏pvs-条数","30799","我的收藏pvs-条数"
"failed","6音乐片库.筛选项MVlist-字段","2","筛选项MVlist-字段"
"failed","7会员片库.会员大片list-条数","2","会员大片list-条数"
"failed","频道页排行榜.排行榜更多hotpv-字段值","4","排行榜更多hotpv-字段值"
"failed","点播页.点播点击recommended-字段","4","点播点击recommended-字段"
"failed","分集下载.下载列表pvs-条数","1","下载列表pvs-条数"
"failed","2播单-有广告.切换下一个视频aplay-条数","18029","切换下一个视频aplay-条数"
"passed","5-直播 1.直播关注pvs-字段值","3","直播关注pvs-字段值"
"failed","1综艺片库.内地变为全部list-字段","2","内地变为全部list-字段"
"failed","96-播单.点播hb-字段值","192","点播hb-字段值"
"failed","3-我-会员中心.我的信息返回pvs-字段名","3","页面跳转（首页-片库页-播放页）

我的信息返回pvs-字段名"
"failed","09高级筛选 1.1周view-字段值","2","综艺推荐和搜索按钮搜索

1周view-字段值"
"passed","4-我 页面跳转.账号与安全返回pvs-字段","4","账号与安全返回pvs-字段"
"passed","8-频道 个人点播跳转.艺人空间动态-艺人空间视频pvs-字段值","3","艺人空间动态-艺人空间视频pvs-字段值"
"failed","会员中心.result-字段","1","result-字段"
"failed","10高级筛选 2（加自频道）.电视剧search-字段值","2","综艺推荐和搜索按钮搜索

电视剧search-字段值"
"passed","92-频道 点播页跳转.节目空间pvs-字段值","4","节目空间pvs-字段值"
"failed","11-推荐列表页大数据上报&Cdn上报.sdk列表页点击播放hb-条数","2","sdk列表页点击播放hb-条数"
"failed","21-评论提醒.未登录评论提醒","1","未登录评论提醒"
"passed","3-我-会员中心.会员片库返回pvs-字段值","3","页面跳转（首页-片库页-播放页）

会员片库返回pvs-字段值"
"failed","1综艺片库.返回片库pvs-条数","2","返回片库pvs-条数"
"failed","4-我 页面跳转.账号与安全返回pvs-字段名","4","账号与安全返回pvs-字段名"
"failed","下拉刷新&频道性能.纪录片页广告下拉刷新refresh-字段","4","纪录片页广告下拉刷新refresh-字段"
"passed","97-其它.历史账户登录-我pvs-字段","3","历史账户登录-我pvs-字段"
"passed","8-频道 个人点播跳转.分享到QQshare-字段","3","分享到QQshare-字段"
"passed","2播单-有广告.cdn2-字段值","4","cdn2-字段值"
"failed","14综艺-全部-中间页-相同系列.点全部播放pvs-字段值","1","综艺推荐和搜索按钮搜索

点全部播放pvs-字段值"
"failed","1-点播.开机广告cdn3-条数","52","开机广告cdn3-条数"
"failed","A库影片.立即开通入口pvs-条数","2","立即开通入口pvs-条数"
"failed","16电影-播单点击.电影搜索search-字段","1","电影搜索

电影搜索search-字段"
"failed","97-其它.会员首页-VIP俱乐部pvs-字段值","3","会员首页-VIP俱乐部pvs-字段值"
"failed","11艺人搜（加）.上传视频全部页返回pvs-字段值","1","电影搜索

上传视频全部页返回pvs-字段值"
"passed","93-频道 频道跳转.精选pvs-条数","25140","精选pvs-条数"
"failed","点播页.播放页看了还会看跳转播放aplay-字段值","4","播放页看了还会看跳转播放aplay-字段值"
"failed","10高级筛选 2（加自频道）.进入空间click-条数","1","综艺推荐和搜索按钮搜索

进入空间click-条数"
"failed","下拉刷新&频道性能.教育页pmm-条数","33","教育页pmm-条数"
"passed","3-我-会员中心.会员片库返回pvs-字段","3","页面跳转（首页-片库页-播放页）

会员片库返回pvs-字段"
"failed","8-频道 个人点播跳转.个人播放分享到QQ空间share-条数","3879","个人播放分享到QQ空间share-条数"
"passed","93-频道 频道跳转.动漫pvs-条数","29864","动漫pvs-条数"
"passed","4-我 页面跳转.我的收藏返回pvs-字段名","3","我的收藏返回pvs-字段名"
"failed","1-点播.点击下载按钮pfc-字段","4","点击下载按钮pfc-字段"
"failed","94-HB.播放页列表跳转播放aplay-条数","5816","播放页列表跳转播放aplay-条数"
"failed","15电视-集数-上传视频-热门搜索.动漫click-条数","2","电视剧搜索

动漫click-条数"
"failed","12-推荐列表页行为上报.进入推荐列表play-字段值","2","进入推荐列表play-字段值"
"failed","1-点播.猜你喜欢加载事件vl-字段","4","猜你喜欢加载事件vl-字段"
"failed","11-推荐列表页大数据上报&Cdn上报.列表页点击播放cdn3-条数","2","列表页点击播放cdn3-条数"
"failed","10高级筛选 2（加自频道）.自频道search-字段值","1","综艺推荐和搜索按钮搜索

自频道search-字段值"
"failed","1-点播.点击赞pfc-字段","5","点击赞pfc-字段"
"failed","用券影片.reachpv-条数","1","reachpv-条数"
"failed","4动漫片库.点击视频播放data-click-字段","1","点击视频播放data-click-字段"
"passed","2播单-有广告.分享到QQshare-字段","3","分享到QQshare-字段"
"failed","分集付费.分集付费入口buy-字段","1","分集付费入口buy-字段"
"failed","10高级筛选 2（加自频道）.教育view-条数","1","综艺推荐和搜索按钮搜索

教育view-条数"
"passed","21-关注 2.明星页返回pvs-字段","3","5.7.0短视频之后版本

明星页返回pvs-字段"
"passed","22-启动.首页今日热门show-条数","27004","首页今日热门show-条数"
"failed","8-频道 个人点播跳转.个人播放分享到微信share-字段","4","个人播放分享到微信share-字段"
"failed","1-点播.点击节目简介pfc-字段值","5","点击节目简介pfc-字段值"
"failed","分集付费.分集付费order-字段","2","分集付费order-字段"
"passed","频道页切换Cid变化.电影看了会喜欢recommended_user-字段","4","电影看了会喜欢recommended_user-字段"
"failed","10高级筛选 2（加自频道）.教育view-字段值","2","综艺推荐和搜索按钮搜索

教育view-字段值"
"failed","16电影-播单点击.电影搜索click-字段值","2","电影搜索

电影搜索click-字段值"
"passed","96-播单.退出播放pvs-字段值","4","退出播放pvs-字段值"
"failed","下拉刷新&频道性能.综艺页pmm-字段值","4","综艺页pmm-字段值"
"passed","3-我-会员中心.我的收藏播放pvs-字段名","4","页面跳转（首页-片库页-播放页）

我的收藏播放pvs-字段名"
"failed","8-频道 个人点播跳转.分享到微博share-条数","3669","分享到微博share-条数"
"failed","Vip直播.直播播放返回pvs-条数","1","直播播放返回pvs-条数"
"failed","用券影片.收银台展示show_store-字段名","2","收银台展示show_store-字段名"
"failed","07电视剧-中间页.电视剧click-字段值","2","电视剧click-字段值"
"failed","09高级筛选 1.最热view-条数","1","综艺推荐和搜索按钮搜索

最热view-条数"
"failed","下拉刷新&频道性能.音乐页pmm-字段值","4","音乐页pmm-字段值"
"passed","92-频道 点播页跳转.节目空间pvs-字段","4","节目空间pvs-字段"
"failed","A库影片.A库视频buffer-字段","2","A库视频buffer-字段"
"failed","分集付费.取消支付cance-字段名","2","取消支付cance-字段名"
"failed","前贴广告播放.四分之三监测t2700-字段值","4","四分之三监测t2700-字段值"
"passed","3-我-会员中心.我的收藏播放pvs-条数","37446","页面跳转（首页-片库页-播放页）

我的收藏播放pvs-条数"
"failed","9-频道 场景直播跳转.cdn3-字段","4","cdn3-字段"
"failed","3-我-会员中心.播放记录播放返回pvs-条数","4524","页面跳转（首页-片库页-播放页）

播放记录播放返回pvs-条数"
"failed","频道页排行榜.电视剧排行榜hotpv-字段值","4","电视剧排行榜hotpv-字段值"
"failed","09高级筛选 1.1周search-字段","2","综艺推荐和搜索按钮搜索

1周search-字段"
"failed","A库影片.order-条数","1","order-条数"
"failed","05明星空间.明星空间返回pvs-字段","2","明星搜索

明星空间返回pvs-字段"
"failed","2播单-有广告.sdkload-条数","25","sdkload-条数"
"failed","1-点播.退出卡顿-条数","2038","退出卡顿-条数"
